InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV501238,P1030,Sports Socks Pack,Apparel,1,2025-05-27 09:45:00,310.29,C10043,United Kingdom
INV501238,P1026,Smart Watch Strap,Electronics,3,2025-05-27 09:45:00,336.78,C10043,United Kingdom
INV501238,P1027,Desk Plant,Home,2,2025-05-27 09:45:00,343.68,C10043,United Kingdom
INV501238,P1013,LED Table Lamp,Home,1,2025-05-27 09:45:00,1228.2,C10043,United Kingdom
INV501239,P1007,Ceramic Coffee Mug,Home,1,2025-06-19 20:55:00,250.62,C10629,United Kingdom
INV501239,P1012,Notebook Pack,Office,2,2025-06-19 20:55:00,215.59,C10629,United Kingdom
INV501239,P1025,Kitchen Storage Jars,Home,2,2025-06-19 20:55:00,869.53,C10629,United Kingdom
INV501239,P1024,Laptop Sleeve,Accessories,2,2025-06-19 20:55:00,783.54,C10629,United Kingdom
INV501240,P1024,Laptop Sleeve,Accessories,8,2025-02-24 13:40:00,1053.89,C10289,United Kingdom
INV501240,P1027,Desk Plant,Home,2,2025-02-24 13:40:00,396.59,C10289,United Kingdom
INV501240,P1010,Protein Shaker,Fitness,2,2025-02-24 13:40:00,389.84,C10289,United Kingdom
INV501240,P1028,Gift Wrapping Paper,Stationery,4,2025-02-24 13:40:00,141.56,C10289,United Kingdom
INV501240,P1017,Sunscreen SPF 50,Beauty,2,2025-02-24 13:40:00,504.52,C10289,United Kingdom
INV501240,P1016,Face Serum,Beauty,3,2025-02-24 13:40:00,1048.15,C10289,United Kingdom
INV501240,P1014,Travel Backpack,Travel,3,2025-02-24 13:40:00,1742.42,C10289,United Kingdom
INV501240,P1006,Wireless Mouse,Electronics,-50,2025-02-24 13:40:00,682.03,C10289,United Kingdom
INV501241,P1029,Cotton Bedsheet,Home,4,2025-03-28 12:55:00,1240.86,C10380,EIRE
INV501242,P1012,Notebook Pack,Office,3,2025-08-29 20:31:00,190.1,C10603,United Kingdom
INV501242,P1025,Kitchen Storage Jars,Home,1,2025-08-29 20:31:00,839.75,C10603,United Kingdom
INV501242,P1002,Denim Jacket,Apparel,4,2025-08-29 20:31:00,1768.83,C10603,United Kingdom
INV501243,P1014,Travel Backpack,Travel,1,2025-08-05 08:43:00,1740.91,C10277,United Kingdom
INV501243,P1004,Leather Wallet,Accessories,2,2025-08-05 08:43:00,748.26,C10277,United Kingdom
INV501244,P1025,Kitchen Storage Jars,Home,2,2025-04-14 21:08:00,681.16,C10683,United Kingdom
INV501244,P1013,LED Table Lamp,Home,1,2025-04-14 21:08:00,1232.86,C10683,United Kingdom
INV501244,P1016,Face Serum,Beauty,5,2025-04-14 21:08:00,871.36,C10683,United Kingdom
INV501244,P1022,Dark Chocolate Box,Grocery,4,2025-04-14 21:08:00,526.87,C10683,United Kingdom
INV501245,P1007,Ceramic Coffee Mug,Home,2,2025-03-01 21:58:00,265.4,C10424,India
INV501246,P1005,Bluetooth Speaker,Electronics,2,2025-07-26 09:37:00,2252.44,C10622,United Kingdom
INV501247,P1019,Phone Stand,Electronics,3,2025-09-06 16:19:00,289.14,C10594,France
INV501247,P1025,Kitchen Storage Jars,Home,3,2025-09-06 16:19:00,729.93,C10594,France
INV501247,P1027,Desk Plant,Home,4,2025-09-06 16:19:00,0,C10594,France
INV501248,P1004,Leather Wallet,Accessories,4,2025-10-28 22:45:00,681.2,C10416,United Kingdom
INV501248,P1016,Face Serum,Beauty,5,2025-10-28 22:45:00,0,C10416,United Kingdom
INV501248,P1013,LED Table Lamp,Home,1,2025-10-28 22:45:00,1153.36,C10416,United Kingdom
INV501248,P1007,Ceramic Coffee Mug,Home,-3,2025-10-28 22:45:00,276.32,C10416,United Kingdom
INV501249,P1016,Face Serum,Beauty,4,2025-01-19 11:54:00,793.53,C10009,United Kingdom
INV501249,P1007,Ceramic Coffee Mug,Home,1,2025-01-19 11:54:00,323.18,C10009,United Kingdom
INV501249,P1001,Organic Cotton T-Shirt,Apparel,1,2025-01-19 11:54:00,582.59,C10009,United Kingdom
INV501249,P1025,Kitchen Storage Jars,Home,3,2025-01-19 11:54:00,822.79,C10009,United Kingdom
INV501250,P1030,Sports Socks Pack,Apparel,4,2025-02-02 19:06:00,295.41,C10205,United Kingdom
INV501251,P1020,USB-C Cable,Electronics,3,2025-04-28 14:41:00,174.53,C10403,United Kingdom
INV501251,P1010,Protein Shaker,Fitness,12,2025-04-28 14:41:00,347.91,C10403,United Kingdom
INV501251,P1016,Face Serum,Beauty,5,2025-04-28 14:41:00,895.95,C10403,United Kingdom
INV501251,P1006,Wireless Mouse,Electronics,1,2025-04-28 14:41:00,636.32,C10403,United Kingdom
INV501252,P1026,Smart Watch Strap,Electronics,3,2025-10-26 18:21:00,335.01,C10101,United Kingdom
INV501253,P1028,Gift Wrapping Paper,Stationery,2,2025-07-23 13:09:00,126.06,C10792,United Kingdom
INV501253,P1020,USB-C Cable,Electronics,6,2025-07-23 13:09:00,228.32,C10792,United Kingdom
INV501254,P1024,Laptop Sleeve,Accessories,2,2025-05-18 17:05:00,871.14,C10424,India
INV501254,P1003,Running Shoes,Footwear,4,2025-05-18 17:05:00,2397.1,C10424,India
INV501255,P1019,Phone Stand,Electronics,3,2025-01-13 22:54:00,325.34,C10835,Germany
INV501255,P1010,Protein Shaker,Fitness,5,2025-01-13 22:54:00,295.83,C10835,Germany
INV501255,P1018,Hair Care Kit,Beauty,1,2025-01-13 22:54:00,1084.16,C10835,Germany
INV501255,P1009,Yoga Mat,Fitness,3,2025-01-13 22:54:00,1078.22,C10835,Germany
INV501255,P1030,Sports Socks Pack,Apparel,10,2025-01-13 22:54:00,329.6,C10835,Germany
INV501255,P1025,Kitchen Storage Jars,Home,6,2025-01-13 22:54:00,821.77,C10835,Germany
INV501256,P1023,Water Bottle,Fitness,1,2025-06-17 18:14:00,693.03,C10794,Netherlands
INV501256,P1017,Sunscreen SPF 50,Beauty,3,2025-06-17 18:14:00,447.74,C10794,Netherlands
INV501257,P1008,Scented Candle Set,Home,1,2025-08-07 14:54:00,586.88,C10633,United Kingdom
INV501257,P1015,Luggage Tag Set,Travel,2,2025-08-07 14:54:00,0,C10633,United Kingdom
INV501257,P1006,Wireless Mouse,Electronics,2,2025-08-07 14:54:00,645.4,C10633,United Kingdom
INV501258,P1013,LED Table Lamp,Home,1,2025-08-19 11:38:00,1507.7,C10401,United Kingdom
INV501258,P1009,Yoga Mat,Fitness,4,2025-08-19 11:38:00,905.88,C10401,United Kingdom
INV501259,P1005,Bluetooth Speaker,Electronics,2,2025-03-24 13:13:00,2205.64,C10060,United Kingdom
INV501259,P1019,Phone Stand,Electronics,1,2025-03-24 13:13:00,276.81,C10060,United Kingdom
INV501259,P1026,Smart Watch Strap,Electronics,1,2025-03-24 13:13:00,458.81,C10060,United Kingdom
INV501259,P1006,Wireless Mouse,Electronics,8,2025-03-24 13:13:00,638.01,C10060,United Kingdom
INV501259,P1014,Travel Backpack,Travel,1,2025-03-24 13:13:00,1542.52,C10060,United Kingdom
INV501259,P1028,Gift Wrapping Paper,Stationery,1,2025-03-24 13:13:00,127.94,C10060,United Kingdom
INV501259,P1030,Sports Socks Pack,Apparel,1,2025-03-24 13:13:00,348.41,C10060,United Kingdom
INV501259,P1011,Desk Organizer,Office,3,2025-03-24 13:13:00,426.12,C10060,United Kingdom
INV501260,P1019,Phone Stand,Electronics,1,2025-11-04 12:55:00,264.71,C10362,United Kingdom
INV501260,P1010,Protein Shaker,Fitness,1,2025-11-04 12:55:00,383.12,C10362,United Kingdom
INV501260,P1006,Wireless Mouse,Electronics,5,2025-11-04 12:55:00,582.31,C10362,United Kingdom
INV501260,P1022,Dark Chocolate Box,Grocery,6,2025-11-04 12:55:00,615.71,C10362,United Kingdom
INV501261,P1010,Protein Shaker,Fitness,1,2025-08-29 16:13:00,298.73,C10627,United Kingdom
INV501261,P1022,,Grocery,3,2025-08-29 16:13:00,585.38,C10627,United Kingdom
INV501261,P1023,Water Bottle,Fitness,5,2025-08-29 16:13:00,592.95,C10627,United Kingdom
INV501262,P1014,Travel Backpack,Travel,2,2025-02-23 09:52:00,1795.99,C10845,EIRE
INV501262,P1002,Denim Jacket,Apparel,2,2025-02-23 09:52:00,1972.0,C10845,EIRE
INV501262,P1011,Desk Organizer,Office,20,2025-02-23 09:52:00,419.84,C10845,EIRE
INV501263,P1015,Luggage Tag Set,Travel,2,2025-01-07 11:26:00,257.48,C10696,India
INV501264,P1007,Ceramic Coffee Mug,Home,5,2025-06-24 20:56:00,296.48,C10332,United Kingdom
INV501264,P1030,Sports Socks Pack,Apparel,2,2025-06-24 20:56:00,264.31,C10332,United Kingdom
INV501264,P1013,LED Table Lamp,Home,2,2025-06-24 20:56:00,1133.56,C10332,United Kingdom
INV501265,P1004,Leather Wallet,Accessories,4,2025-02-27 21:33:00,745.69,C10050,United Kingdom
INV501265,P1025,Kitchen Storage Jars,Home,1,2025-02-27 21:33:00,778.24,C10050,United Kingdom
INV501266,P1017,Sunscreen SPF 50,Beauty,5,2025-09-30 08:38:00,449.3,C10769,United Kingdom
INV501266,P1024,Laptop Sleeve,Accessories,2,2025-09-30 08:38:00,817.64,C10769,United Kingdom
INV501266,P1007,Ceramic Coffee Mug,Home,5,2025-09-30 08:38:00,328.86,C10769,United Kingdom
INV501267,P1011,Desk Organizer,Office,2,2025-06-14 15:03:00,444.23,C10788,United Kingdom
INV501267,P1028,Gift Wrapping Paper,Stationery,4,2025-06-14 15:03:00,133.04,C10788,United Kingdom
INV501268,P1022,Dark Chocolate Box,Grocery,8,2025-07-13 09:42:00,551.22,C10091,United Kingdom
INV501268,P1013,LED Table Lamp,Home,3,2025-07-13 09:42:00,1149.29,C10091,United Kingdom
INV501268,P1025,Kitchen Storage Jars,Home,3,2025-07-13 09:42:00,735.46,C10091,United Kingdom
INV501269,P1005,Bluetooth Speaker,Electronics,1,2025-04-07 22:07:00,2431.89,C10585,Netherlands
INV501269,P1006,Wireless Mouse,Electronics,1,2025-04-07 22:07:00,809.48,C10585,Netherlands
INV501269,P1024,Laptop Sleeve,Accessories,3,2025-04-07 22:07:00,1032.16,C10585,Netherlands
INV501269,P1019,Phone Stand,Electronics,1,2025-04-07 22:07:00,341.79,C10585,Netherlands
INV501270,P1029,Cotton Bedsheet,Home,2,2025-06-27 14:14:00,1266.78,C10238,United Kingdom
INV501271,P1014,Travel Backpack,Travel,3,2025-10-07 14:23:00,1562.55,C10594,France
INV501271,P1027,Desk Plant,Home,2,2025-10-07 14:23:00,393.03,C10594,France
INV501272,P1027,Desk Plant,Home,3,2025-07-17 08:43:00,393.1,C10449,EIRE
INV501272,P1028,Gift Wrapping Paper,Stationery,2,2025-07-17 08:43:00,169.12,C10449,EIRE
INV501272,P1018,Hair Care Kit,Beauty,1,2025-07-17 08:43:00,834.24,C10449,EIRE
INV501272,P1006,Wireless Mouse,Electronics,1,2025-07-17 08:43:00,625.39,C10449,EIRE
INV501273,P1003,Running Shoes,Footwear,50,2025-09-13 12:36:00,2277.8,C10684,United Kingdom
INV501274,P1013,LED Table Lamp,Home,4,2025-02-20 14:26:00,-1132.37,C10063,United Kingdom
INV501274,P1014,Travel Backpack,Travel,3,2025-02-20 14:26:00,1572.36,C10063,United Kingdom
CINV501275,P1017,Sunscreen SPF 50,Beauty,-3,2025-02-23 18:00:00,548.25,C10078,United Kingdom
CINV501275,P1014,Travel Backpack,Travel,-1,2025-02-23 18:00:00,1552.28,,United Kingdom
CINV501275,P1003,Running Shoes,Footwear,-5,2025-02-23 18:00:00,2610.79,C10078,United Kingdom
INV501276,P1018,Hair Care Kit,Beauty,5,2025-01-13 14:24:00,898.61,C10075,India
INV501276,P1010,Protein Shaker,Fitness,3,2025-01-13 14:24:00,305.39,C10075,India
INV501276,P1011,Desk Organizer,Office,5,2025-01-13 14:24:00,442.68,C10075,India
INV501277,P1022,Dark Chocolate Box,Grocery,3,2025-07-11 08:10:00,598.22,C10529,United Kingdom
INV501277,P1001,Organic Cotton T-Shirt,Apparel,1,2025-07-11 08:10:00,444.96,C10529,United Kingdom
INV501278,P1028,Gift Wrapping Paper,Stationery,3,2025-02-03 10:36:00,130.58,C10262,Netherlands
INV501278,P1018,Hair Care Kit,Beauty,4,2025-02-03 10:36:00,884.27,C10262,Netherlands
INV501278,P1023,Water Bottle,Fitness,5,2025-02-03 10:36:00,609.25,C10262,Netherlands
INV501278,P1006,Wireless Mouse,Electronics,1,2025-02-03 10:36:00,655.62,C10262,Netherlands
INV501278,P1010,Protein Shaker,Fitness,3,2025-02-03 10:36:00,315.29,C10262,Netherlands
INV501279,P1009,Yoga Mat,Fitness,4,2025-01-24 19:48:00,1102.69,C10375,United Kingdom
INV501280,P1009,Yoga Mat,Fitness,3,2025-04-29 15:41:00,874.69,C10696,India
INV501280,P1007,Ceramic Coffee Mug,Home,1,2025-04-29 15:41:00,289.41,C10696,India
INV501281,P1011,Desk Organizer,Office,3,2025-01-24 16:20:00,506.37,C10605,India
INV501281,P1002,Denim Jacket,Apparel,6,2025-01-24 16:20:00,1876.18,C10605,India
INV501281,P1025,Kitchen Storage Jars,Home,2,2025-01-24 16:20:00,721.77,C10605,India
INV501281,P1027,Desk Plant,Home,1,2025-01-24 16:20:00,311.36,C10605,India
INV501282,P1025,Kitchen Storage Jars,Home,2,2025-07-22 13:43:00,927.18,C10543,United Kingdom
INV501282,P1007,,Home,-5,2025-07-22 13:43:00,295.77,C10543,United Kingdom
INV501282,P1016,Face Serum,Beauty,3,2025-07-22 13:43:00,899.35,C10543,United Kingdom
INV501282,P1010,Protein Shaker,Fitness,3,2025-07-22 13:43:00,286.78,C10543,United Kingdom
INV501282,P1030,Sports Socks Pack,Apparel,3,2025-07-22 13:43:00,321.45,C10543,United Kingdom
INV501282,P1009,Yoga Mat,Fitness,1,2025-07-22 13:43:00,1020.19,C10543,United Kingdom
INV501283,P1021,Premium Tea Pack,Grocery,2,2025-08-24 13:09:00,397.2,C10072,Portugal
INV501283,P1018,Hair Care Kit,Beauty,3,2025-08-24 13:09:00,823.29,C10072,Portugal
INV501284,P1012,Notebook Pack,Office,2,2025-07-23 08:33:00,196.71,C10715,United Kingdom
INV501284,P1007,Ceramic Coffee Mug,Home,3,2025-07-23 08:33:00,335.14,C10715,United Kingdom
INV501284,P1006,Wireless Mouse,Electronics,3,2025-07-23 08:33:00,788.64,,United Kingdom
INV501285,P1027,Desk Plant,Home,5,2025-10-01 09:38:00,358.42,C10470,United Kingdom
INV501285,P1026,Smart Watch Strap,Electronics,1,2025-10-01 09:38:00,425.88,,United Kingdom
INV501286,P1028,Gift Wrapping Paper,Stationery,1,2025-10-25 09:59:00,128.05,C10747,France
INV501287,P1006,Wireless Mouse,Electronics,3,2025-01-17 15:54:00,700.57,C10220,United Kingdom
INV501287,P1026,Smart Watch Strap,Electronics,3,2025-01-17 15:54:00,382.8,C10220,United Kingdom
INV501287,P1004,Leather Wallet,Accessories,1,2025-01-17 15:54:00,809.94,C10220,United Kingdom
INV501287,P1029,Cotton Bedsheet,Home,1,2025-01-17 15:54:00,1133.17,C10220,United Kingdom
INV501288,P1016,Face Serum,Beauty,3,2025-10-28 21:07:00,1011.58,C10148,Germany
INV501289,P1017,Sunscreen SPF 50,Beauty,3,2025-11-16 22:25:00,471.64,C10066,France
INV501290,P1007,Ceramic Coffee Mug,Home,10,2025-05-23 11:29:00,247.53,C10064,India
INV501290,P1004,,Accessories,6,2025-05-23 11:29:00,682.64,C10064,India
INV501290,P1017,Sunscreen SPF 50,Beauty,2,2025-05-23 11:29:00,482.89,C10064,India
INV501290,P1011,Desk Organizer,Office,10,2025-05-23 11:29:00,374.7,C10064,India
INV501290,P1012,Notebook Pack,Office,1,2025-05-23 11:29:00,203.43,C10064,India
INV501291,P1019,Phone Stand,Electronics,5,2025-05-17 12:37:00,257.55,C10761,Germany
INV501291,P1027,Desk Plant,Home,3,2025-05-17 12:37:00,396.37,C10761,Germany
INV501291,P1024,Laptop Sleeve,Accessories,5,2025-05-17 12:37:00,964.46,C10761,Germany
INV501291,P1020,USB-C Cable,Electronics,6,2025-05-17 12:37:00,223.32,C10761,Germany
INV501292,P1016,Face Serum,Beauty,3,2025-01-29 20:27:00,737.83,C10605,India
INV501292,P1015,Luggage Tag Set,Travel,10,2025-01-29 20:27:00,218.33,C10605,India
INV501292,P1004,Leather Wallet,Accessories,2,2025-01-29 20:27:00,769.33,C10605,India
INV501292,P1018,Hair Care Kit,Beauty,20,2025-01-29 20:27:00,1136.15,C10605,India
INV501293,P1025,Kitchen Storage Jars,Home,3,2025-06-16 08:26:00,918.88,C10760,United Kingdom
INV501293,P1010,Protein Shaker,Fitness,2,2025-06-16 08:26:00,336.14,C10760,United Kingdom
INV501293,P1006,Wireless Mouse,Electronics,1,2025-06-16 08:26:00,812.43,C10760,United Kingdom
INV501293,P1023,Water Bottle,Fitness,20,2025-06-16 08:26:00,549.99,C10760,United Kingdom
INV501293,P1015,Luggage Tag Set,Travel,12,2025-06-16 08:26:00,250.11,C10760,United Kingdom
INV501294,P1002,Denim Jacket,Apparel,1,2025-06-13 19:50:00,1733.13,C10111,Netherlands
INV501294,P1022,Dark Chocolate Box,Grocery,4,2025-06-13 19:50:00,583.0,C10111,Netherlands
INV501294,P1027,Desk Plant,Home,1,2025-06-13 19:50:00,286.71,C10111,Netherlands
INV501294,P1006,Wireless Mouse,Electronics,3,2025-06-13 19:50:00,676.82,C10111,Netherlands
INV501295,P1022,Dark Chocolate Box,Grocery,1,2025-08-11 22:04:00,643.08,C10764,United Kingdom
INV501295,P1001,Organic Cotton T-Shirt,Apparel,4,2025-08-11 22:04:00,488.87,C10764,United Kingdom
INV501295,P1012,Notebook Pack,Office,5,2025-08-11 22:04:00,172.74,C10764,United Kingdom
INV501296,P1006,Wireless Mouse,Electronics,6,2025-09-12 08:23:00,640.35,C10375,United Kingdom
INV501296,P1020,USB-C Cable,Electronics,5,2025-09-12 08:23:00,213.23,C10375,United Kingdom
INV501296,P1012,Notebook Pack,Office,1,2025-09-12 08:23:00,191.78,C10375,United Kingdom
INV501296,P1002,Denim Jacket,Apparel,1,2025-09-12 08:23:00,1616.93,C10375,United Kingdom
INV501296,P1018,Hair Care Kit,Beauty,1,2025-09-12 08:23:00,1029.58,C10375,United Kingdom
INV501296,P1013,LED Table Lamp,Home,1,2025-09-12 08:23:00,1440.52,C10375,United Kingdom
INV501297,P1006,Wireless Mouse,Electronics,1,2025-02-03 17:31:00,765.26,C10686,United Kingdom
INV501297,P1004,Leather Wallet,Accessories,6,2025-02-03 17:31:00,876.67,C10686,United Kingdom
INV501298,P1004,Leather Wallet,Accessories,1,2025-08-19 08:47:00,822.83,C10793,Netherlands
INV501298,P1001,Organic Cotton T-Shirt,Apparel,3,2025-08-19 08:47:00,582.97,C10793,Netherlands
INV501298,P1009,Yoga Mat,Fitness,6,2025-08-19 08:47:00,1052.18,C10793,Netherlands
INV501299,P1017,Sunscreen SPF 50,Beauty,4,2025-11-04 11:00:00,518.41,,United Kingdom
INV501299,P1028,Gift Wrapping Paper,Stationery,1,2025-11-04 11:00:00,132.51,C10500,United Kingdom
INV501299,P1001,Organic Cotton T-Shirt,Apparel,1,2025-11-04 11:00:00,538.83,C10500,United Kingdom
INV501299,P1011,Desk Organizer,Office,2,2025-11-04 11:00:00,501.31,C10500,United Kingdom
INV501300,P1014,Travel Backpack,Travel,1,2025-05-01 09:06:00,1390.1,C10797,United Kingdom
INV501300,P1019,Phone Stand,Electronics,2,2025-05-01 09:06:00,290.61,C10797,United Kingdom
INV501301,P1006,Wireless Mouse,Electronics,4,2025-09-26 21:12:00,729.67,C10580,Germany
INV501301,P1002,Denim Jacket,Apparel,3,2025-09-26 21:12:00,2136.38,C10580,Germany
INV501302,P1012,Notebook Pack,Office,2,2025-08-10 13:26:00,224.83,C10266,India
INV501302,P1016,Face Serum,Beauty,5,2025-08-10 13:26:00,835.31,C10266,India
INV501302,P1023,Water Bottle,Fitness,1,2025-08-10 13:26:00,499.69,C10266,India
INV501302,P1004,Leather Wallet,Accessories,4,2025-08-10 13:26:00,692.63,C10266,India
INV501302,P1025,Kitchen Storage Jars,Home,3,2025-08-10 13:26:00,937.67,C10266,India
INV501302,P1014,Travel Backpack,Travel,1,2025-08-10 13:26:00,1809.92,C10266,India
INV501303,P1011,Desk Organizer,Office,1,2025-03-02 16:47:00,407.85,C10407,United Kingdom
INV501304,P1017,Sunscreen SPF 50,Beauty,2,2025-03-14 18:40:00,515.08,,Spain
INV501304,P1012,Notebook Pack,Office,3,2025-03-14 18:40:00,206.01,C10286,Spain
INV501304,P1019,Phone Stand,Electronics,2,2025-03-14 18:40:00,254.1,C10286,Spain
INV501305,P1011,Desk Organizer,Office,4,2025-11-07 19:48:00,501.03,C10758,United Kingdom
INV501305,P1021,Premium Tea Pack,Grocery,3,2025-11-07 19:48:00,331.02,C10758,United Kingdom
INV501305,P1016,Face Serum,Beauty,3,2025-11-07 19:48:00,922.11,C10758,United Kingdom
INV501305,P1027,Desk Plant,Home,5,2025-11-07 19:48:00,366.91,C10758,United Kingdom
INV501305,P1018,Hair Care Kit,Beauty,3,2025-11-07 19:48:00,863.67,C10758,United Kingdom
INV501305,P1024,Laptop Sleeve,Accessories,3,2025-11-07 19:48:00,1024.71,C10758,United Kingdom
INV501305,P1002,Denim Jacket,Apparel,1,2025-11-07 19:48:00,1592.55,C10758,United Kingdom
INV501305,P1006,Wireless Mouse,Electronics,2,2025-11-07 19:48:00,635.31,C10758,United Kingdom
INV501306,P1025,Kitchen Storage Jars,Home,8,2025-08-29 19:30:00,923.38,C10458,United Kingdom
INV501306,P1012,Notebook Pack,Office,1,2025-08-29 19:30:00,188.98,C10458,United Kingdom
INV501306,P1021,Premium Tea Pack,Grocery,2,2025-08-29 19:30:00,375.89,C10458,United Kingdom
INV501306,P1008,Scented Candle Set,Home,1,2025-08-29 19:30:00,692.95,C10458,United Kingdom
INV501307,P1025,Kitchen Storage Jars,Home,5,2025-04-28 17:52:00,906.34,C10544,United Kingdom
INV501307,P1018,Hair Care Kit,Beauty,2,2025-04-28 17:52:00,1066.63,C10544,United Kingdom
INV501308,P1029,Cotton Bedsheet,Home,3,2025-06-09 15:48:00,1179.49,C10609,United Kingdom
INV501308,P1013,LED Table Lamp,Home,20,2025-06-09 15:48:00,1501.82,C10609,United Kingdom
INV501308,P1019,Phone Stand,Electronics,3,2025-06-09 15:48:00,276.38,C10609,United Kingdom
INV501309,P1023,Water Bottle,Fitness,1,2025-10-19 16:50:00,539.66,C10780,United Kingdom
INV501309,P1014,Travel Backpack,Travel,3,2025-10-19 16:50:00,1716.58,C10780,United Kingdom
INV501310,P1009,Yoga Mat,Fitness,2,2025-06-20 18:03:00,1024.52,C10648,United Kingdom
INV501311,P1029,Cotton Bedsheet,Home,2,2025-05-30 20:36:00,1360.57,C10362,United Kingdom
INV501311,P1016,Face Serum,Beauty,1,2025-05-30 20:36:00,746.94,C10362,United Kingdom
INV501311,P1022,Dark Chocolate Box,Grocery,2,2025-05-30 20:36:00,513.37,C10362,United Kingdom
INV501311,P1015,Luggage Tag Set,Travel,4,2025-05-30 20:36:00,208.01,C10362,United Kingdom
INV501311,P1019,Phone Stand,Electronics,1,2025-05-30 20:36:00,300.21,,United Kingdom
INV501311,P1003,Running Shoes,Footwear,1,2025-05-30 20:36:00,2190.09,C10362,United Kingdom
INV501312,P1022,Dark Chocolate Box,Grocery,4,2025-10-29 14:27:00,489.39,,United Kingdom
INV501312,P1005,Bluetooth Speaker,Electronics,4,2025-10-29 14:27:00,1853.8,C10709,United Kingdom
INV501313,P1022,Dark Chocolate Box,Grocery,6,2025-08-10 15:23:00,605.73,C10238,United Kingdom
INV501313,P1016,Face Serum,Beauty,1,2025-08-10 15:23:00,952.6,,United Kingdom
INV501313,P1015,Luggage Tag Set,Travel,2,2025-08-10 15:23:00,246.97,C10238,United Kingdom
INV501314,P1016,Face Serum,Beauty,2,2025-02-13 18:36:00,966.31,C10423,United Kingdom
INV501314,P1027,Desk Plant,Home,5,2025-02-13 18:36:00,401.34,C10423,United Kingdom
INV501314,P1009,Yoga Mat,Fitness,2,2025-02-13 18:36:00,999.16,C10423,United Kingdom
INV501315,P1012,Notebook Pack,Office,3,2025-07-18 22:54:00,226.9,C10202,Spain
INV501315,P1023,Water Bottle,Fitness,4,2025-07-18 22:54:00,633.76,C10202,Spain
INV501315,P1005,Bluetooth Speaker,Electronics,2,2025-07-18 22:54:00,2553.09,C10202,Spain
INV501315,P1029,Cotton Bedsheet,Home,1,2025-07-18 22:54:00,1391.44,C10202,Spain
INV501315,P1011,Desk Organizer,Office,2,2025-07-18 22:54:00,396.64,C10202,Spain
INV501316,P1020,USB-C Cable,Electronics,2,2025-01-20 17:20:00,234.26,C10781,EIRE
INV501317,P1009,Yoga Mat,Fitness,2,2025-01-28 13:43:00,1132.11,C10121,Germany
INV501318,P1012,Notebook Pack,Office,5,2025-02-25 09:13:00,212.46,C10514,United Kingdom
INV501318,P1025,Kitchen Storage Jars,Home,8,2025-02-25 09:13:00,794.03,C10514,United Kingdom
INV501318,P1028,Gift Wrapping Paper,Stationery,2,2025-02-25 09:13:00,146.9,C10514,United Kingdom
INV501318,P1029,Cotton Bedsheet,Home,1,2025-02-25 09:13:00,1106.88,C10514,United Kingdom
INV501319,P1027,Desk Plant,Home,1,2025-06-16 12:45:00,317.25,C10099,Canada
INV501319,P1016,Face Serum,Beauty,1,2025-06-16 12:45:00,1001.07,C10099,Canada
INV501319,P1001,Organic Cotton T-Shirt,Apparel,1,2025-06-16 12:45:00,473.8,C10099,Canada
INV501320,P1019,Phone Stand,Electronics,2,2025-11-17 18:23:00,254.33,C10177,United Kingdom
INV501321,P1018,Hair Care Kit,Beauty,2,2025-07-08 13:56:00,0,C10226,India
INV501322,P1008,Scented Candle Set,Home,2,2025-04-01 17:59:00,585.81,C10561,United Kingdom
INV501322,P1012,Notebook Pack,Office,3,2025-04-01 17:59:00,192.55,C10561,United Kingdom
INV501323,P1002,Denim Jacket,Apparel,6,2025-07-31 12:43:00,1724.94,C10273,India
INV501323,P1015,Luggage Tag Set,Travel,3,2025-07-31 12:43:00,251.36,C10273,India
CINV501324,P1004,Leather Wallet,Accessories,-2,2025-01-14 19:43:00,686.5,C10360,United Kingdom
CINV501324,P1021,Premium Tea Pack,Grocery,-2,2025-01-14 19:43:00,465.96,C10360,United Kingdom
INV501325,P1013,LED Table Lamp,Home,1,2025-10-08 14:24:00,1421.89,C10748,United Kingdom
INV501326,P1019,Phone Stand,Electronics,6,2025-07-29 11:12:00,0,C10588,India
INV501326,P1029,Cotton Bedsheet,Home,2,2025-07-29 11:12:00,1363.92,C10588,India
INV501326,P1028,Gift Wrapping Paper,Stationery,1,2025-07-29 11:12:00,139.32,C10588,India
INV501326,P1005,Bluetooth Speaker,Electronics,5,2025-07-29 11:12:00,2311.09,C10588,India
INV501326,P1027,Desk Plant,Home,1,2025-07-29 11:12:00,408.08,C10588,India
INV501326,P1023,Water Bottle,Fitness,3,2025-07-29 11:12:00,511.26,C10588,India
INV501327,P1017,Sunscreen SPF 50,Beauty,4,2025-08-14 18:33:00,531.88,C10629,United Kingdom
INV501327,P1015,Luggage Tag Set,Travel,3,2025-08-14 18:33:00,252.16,C10629,United Kingdom
INV501327,P1026,Smart Watch Strap,Electronics,6,2025-08-14 18:33:00,362.11,C10629,United Kingdom
INV501328,P1008,Scented Candle Set,Home,2,2025-08-13 18:10:00,587.01,C10243,United Kingdom
INV501329,P1012,Notebook Pack,Office,2,2025-10-16 21:33:00,232.92,C10562,United Kingdom
INV501329,P1016,Face Serum,Beauty,1,2025-10-16 21:33:00,927.87,C10562,United Kingdom
